s_id,s_name,phone_number,email,dep_name,birth_date,learning_year,d_name
6087232,Florance Kenningham,110-891-4492,fkenningham2t@cbsnews.com,'computer science',10/8/1999,3,Kenningham
8263106,Jordain McAuslene,299-983-1413,jmcauslene2u@elegantthemes.com,'anthropology',7/28/1965,3,McAuslene
1369240,Constancia Sifflett,472-559-5004,csifflett2v@redcross.org,'art',4/8/1989,3,Sifflett
8413470,Loren Hamby,756-851-5502,lhamby2w@pcworld.com,'history',9/2/1962,2,Hamby
2613957,Burtie Hukins,625-957-3378,bhukins2x@cnet.com,'geographics',6/23/2008,3,Hukins
7947171,Hedy Toovey,972-237-5476,htoovey2y@salon.com,'biology',7/11/1974,5,Toovey
5690142,Nicolea Colomb,430-998-0254,ncolomb2z@chronoengine.com,'cardiology',9/30/2003,3,Colomb
9522316,Shaughn Meier,979-779-5673,smeier30@xrea.com,'chemistry',10/8/1992,2,Meier
5604031,Susanna Northbridge,846-514-9678,snorthbridge31@virginia.edu,'physics',1/5/1997,3,Northbridge
1643851,Bailey Robertshaw,928-993-6985,brobertshaw32@loc.gov,'astronomy',6/10/1977,2,Robertshaw
9955621,Rolfe Fragino,855-301-0633,rfragino33@youtu.be,'ecology',1/20/2008,3,Fragino
2271693,Giovanni Fairest,971-700-1310,gfairest34@soup.io,'economics',10/13/1990,1,Fairest
1824011,Win McCluskey,202-949-4937,wmccluskey35@goodreads.com,'english',6/8/1996,1,McCluskey
6811833,Lamar Whall,353-986-6724,lwhall36@state.gov,'engineering',4/14/1983,2,Whall
6817750,Gabbey Bullon,793-841-9715,gbullon37@archive.org,'neurology',11/29/2000,1,Bullon
1876781,Concettina Tichner,359-543-3566,ctichner38@wunderground.com,'oncology',10/4/1966,5,Tichner
2510589,Gigi Wabe,601-113-0846,gwabe39@mozilla.org,'theatre',5/25/1995,4,Wabe
4769489,Olly Blaxeland,552-938-1502,oblaxeland3a@mac.com,'psychology',8/22/1989,1,Blaxeland
2238739,Desiri Pottery,722-107-9019,dpottery3b@wsj.com,'sociology',2/2/1995,4,Pottery
3145341,Donnie Flewin,245-603-8821,dflewin3c@studiopress.com,'math',3/15/1979,4,Flewin
2332948,Caterina Jacobson,254-630-1239,cjacobson3d@livejournal.com,'computer science',2/23/1998,2,Jacobson
4790956,Kevon Neely,433-820-1715,kneely3e@accuweather.com,'anthropology',3/22/1977,2,Neely
3404958,Andra Lougheed,738-414-7419,alougheed3f@slideshare.net,'art',2/23/1971,1,Lougheed
3000281,Farra Rawcliffe,559-105-9772,frawcliffe3g@jigsy.com,'history',11/27/1988,2,Rawcliffe
2877346,Alicea Kennerknecht,988-885-7014,akennerknecht3h@umich.edu,'geographics',3/8/1989,2,Kennerknecht
7649466,Alleyn McKeurtan,385-932-6846,amckeurtan3i@nydailynews.com,'biology',4/11/1966,3,McKeurtan
8222434,Calv Sillis,549-616-1586,csillis3j@cloudflare.com,'cardiology',5/13/1963,1,Sillis
6301491,Martguerita Espinheira,317-484-1943,mespinheira3k@comcast.net,'chemistry',3/6/1965,4,Espinheira
4643197,Oren Kenninghan,355-867-3566,okenninghan3l@smh.com.au,'physics',3/22/1962,1,Kenninghan
5684825,Vachel Lightewood,155-982-2180,vlightewood3m@rediff.com,'astronomy',3/8/1979,1,Lightewood
1457858,Judd Perris,251-248-0896,jperris3n@unicef.org,'ecology',8/7/1966,5,Perris
6200323,Lauralee Wrinch,319-723-4327,lwrinch3o@opera.com,'economics',10/27/2008,1,Wrinch
6925734,Broderic Tumielli,644-824-4492,btumielli3p@redcross.org,'english',9/30/1964,5,Tumielli
3697922,Garrik Trevna,331-739-0036,gtrevna3q@tmall.com,'engineering',8/18/2001,4,Trevna
8342600,Brade Akess,212-756-0564,bakess3r@cafepress.com,'neurology',8/10/1973,5,Akess
9591484,Yoshi Feldhammer,916-621-2933,yfeldhammer3s@unicef.org,'oncology',8/9/1960,2,Feldhammer
5246212,Addy Longlands,718-924-4523,alonglands3t@newyorker.com,'theatre',8/6/1972,1,Longlands
1304354,Vlad Wigfall,717-552-6142,vwigfall3u@wikipedia.org,'psychology',12/2/1995,3,Wigfall
7483614,Raymond Pepi,792-251-5009,rpepi3v@timesonline.co.uk,'sociology',4/3/2003,2,Pepi
1442723,Twila Treend,847-552-6810,ttreend3w@e-recht24.de,'math',1/16/2009,3,Treend
8504515,Caria Pettet,723-949-5595,cpettet3x@qq.com,'computer science',2/16/2007,3,Pettet
5772445,Carena Jocelyn,680-357-1342,cjocelyn3y@comcast.net,'anthropology',8/23/2005,4,Jocelyn
9503675,Felicia Olennikov,605-155-3124,folennikov3z@webnode.com,'art',7/27/2008,4,Olennikov
2370248,Brnaba Freschi,427-904-6905,bfreschi40@hexun.com,'history',10/5/1989,4,Freschi
4288509,Tann Macek,142-517-9407,tmacek41@slate.com,'geographics',1/31/1975,1,Macek
7827574,Shandy Tellenbroker,801-886-8815,stellenbroker42@bing.com,'biology',4/14/1967,4,Tellenbroker
2460788,Yolanda Bott,678-708-4473,ybott43@washington.edu,'cardiology',12/3/1980,3,Bott
9091166,Kimberlyn Stonhouse,721-997-0311,kstonhouse44@macromedia.com,'chemistry',3/1/1999,2,Stonhouse
2685146,Debbie Cocher,627-109-9300,dcocher45@microsoft.com,'physics',11/24/2001,3,Cocher
3074527,Quill Kenyam,607-879-5308,qkenyam46@google.it,'astronomy',4/23/1999,3,Kenyam
2731575,Gabrila Piens,222-116-1300,gpiens47@icq.com,'ecology',3/19/1969,2,Piens
4627538,Janella Kinavan,130-759-6948,jkinavan48@yellowbook.com,'economics',2/12/1977,2,Kinavan
9884541,Boycey Riolfi,484-979-8709,briolfi49@mapquest.com,'english',9/21/1986,5,Riolfi
6958913,Selle Cartmale,301-624-4867,scartmale4a@china.com.cn,'engineering',7/31/1960,3,Cartmale
6516703,Tate Grayland,152-402-8979,tgrayland4b@multiply.com,'neurology',10/16/1977,1,Grayland
9618832,Lauraine Ysson,304-176-6934,lysson4c@ibm.com,'oncology',7/25/1970,4,Ysson
5925114,Che Lynnitt,103-378-1096,clynnitt4d@sakura.ne.jp,'theatre',4/21/2008,4,Lynnitt
6929021,Cookie Kennerknecht,752-632-2478,ckennerknecht4e@desdev.cn,'psychology',8/12/1965,4,Kennerknecht
9834765,Tommie Schnieder,673-768-2864,tschnieder4f@opensource.org,'sociology',6/29/1978,1,Schnieder
2253406,Ashil O'Cuddie,762-762-2460,aocuddie4g@bbb.org,'math',1/28/1972,3,O'Cuddie
1967389,Ruth Thurlbeck,893-738-4253,rthurlbeck4h@stumbleupon.com,'computer science',9/19/1992,5,Thurlbeck
7752733,Imojean Janney,671-428-9324,ijanney4i@netlog.com,'anthropology',8/27/1973,2,Janney
4142353,Mariana Eyeington,551-936-8884,meyeington4j@sitemeter.com,'art',12/8/1967,5,Eyeington
4042829,Sondra Hansen,391-662-5742,shansen4k@tripadvisor.com,'history',3/22/1992,1,Hansen
1729174,Lorinda Dowdle,763-789-2694,ldowdle4l@usatoday.com,'geographics',9/19/1969,3,Dowdle
4749048,Huntley Tilley,439-790-9148,htilley4m@wikispaces.com,'biology',5/9/1969,5,Tilley
5684766,Rebbecca Stanger,793-450-4248,rstanger4n@cdbaby.com,'cardiology',3/12/2005,2,Stanger
6143339,Latisha Patry,516-409-1395,lpatry4o@cornell.edu,'chemistry',8/5/2009,2,Patry
9276889,Elden Elcomb,217-801-7501,eelcomb4p@quantcast.com,'physics',11/12/2002,3,Elcomb
4812381,Thayne Gaylard,770-472-1034,tgaylard4q@php.net,'astronomy',4/30/2008,4,Gaylard
5264321,Deana Hebron,513-259-3769,dhebron4r@sogou.com,'ecology',11/26/2002,5,Hebron
1333635,Wood Baldack,146-264-1994,wbaldack4s@uiuc.edu,'economics',11/19/1967,3,Baldack
5452630,Bertram Davidovits,930-999-4227,bdavidovits4t@spotify.com,'english',12/20/1964,4,Davidovits
3763636,Nonah Rozec,417-857-6590,nrozec4u@vistaprint.com,'engineering',6/20/1980,3,Rozec
6407834,Bryant Arsmith,250-423-7195,barsmith4v@biglobe.ne.jp,'neurology',3/29/2004,5,Arsmith
7294773,Sharai Berget,524-315-0502,sberget4w@over-blog.com,'oncology',7/25/1987,4,Berget
2606258,Rafael Sigg,616-135-3163,rsigg4x@odnoklassniki.ru,'theatre',10/12/1974,5,Sigg
5435420,Neala Pape,495-612-2675,npape4y@techcrunch.com,'psychology',8/7/2005,4,Pape
6234128,Paton Muffitt,467-974-7479,pmuffitt4z@shinystat.com,'sociology',11/24/2003,5,Muffitt
7508998,Marguerite Penfold,618-211-9150,mpenfold50@sakura.ne.jp,'math',7/6/1975,3,Penfold
7405359,Yulma Cicculini,386-927-0010,ycicculini51@columbia.edu,'computer science',11/30/1993,5,Cicculini
8595933,Roana Kadar,128-255-9175,rkadar52@xinhuanet.com,'anthropology',11/17/1970,1,Kadar
3955647,Garey Hunnybun,472-886-0893,ghunnybun53@goo.gl,'art',8/28/1982,2,Hunnybun
6681575,Vanna Barwise,157-266-6420,vbarwise54@wiley.com,'history',9/27/2006,4,Barwise
2747524,Konstantin Dearan,543-955-2382,kdearan55@reddit.com,'geographics',4/8/1983,5,Dearan
4746239,Feodora Fellgate,168-905-8799,ffellgate56@gravatar.com,'biology',10/12/1991,1,Fellgate
6007966,Jenni Fratczak,178-830-0812,jfratczak57@fema.gov,'cardiology',12/29/2006,2,Fratczak
8340030,Ruttger Rodolfi,764-771-3223,rrodolfi58@bing.com,'chemistry',9/23/1961,4,Rodolfi
6285749,Selina Peyes,662-189-7671,speyes59@dion.ne.jp,'physics',5/15/2002,5,Peyes
3147539,Austen Hurworth,463-745-3433,ahurworth5a@over-blog.com,'astronomy',9/20/1998,3,Hurworth
7783128,Murielle Lyle,552-324-8660,mlyle5b@tumblr.com,'ecology',1/3/2009,3,Lyle
7748164,Wat Capp,886-709-1838,wcapp5c@biglobe.ne.jp,'economics',12/28/1972,3,Capp
2040560,Sim Druitt,994-369-4113,sdruitt5d@hostgator.com,'english',4/2/1991,2,Druitt
5069435,Terence Weedon,246-421-0462,tweedon5e@intel.com,'engineering',4/22/1972,1,Weedon
5799479,Mahmud New,446-443-7389,mnew5f@reuters.com,'neurology',9/13/1975,3,New
8640625,Cameron Hillen,846-533-4372,chillen5g@google.co.uk,'oncology',5/13/1972,4,Hillen
4157050,Kin Dedham,628-745-3848,kdedham5h@parallels.com,'theatre',3/19/1985,5,Dedham
5716856,Dominick Noli,292-675-6843,dnoli5i@scribd.com,'psychology',6/7/2003,5,Noli
7244951,Jedediah Tomlins,309-634-6039,jtomlins5j@hatena.ne.jp,'sociology',10/23/1981,4,Tomlins
9240815,Kennedy Palatini,938-671-3674,kpalatini5k@ebay.com,'math',2/21/1985,5,Palatini
8868657,Ebonee MacCrossan,870-784-8044,emaccrossan5l@ezinearticles.com,'computer science',10/1/1992,3,MacCrossan
7450295,Fredra Plevey,751-568-9509,fplevey5m@cafepress.com,'anthropology',11/14/2004,2,Plevey
1463331,Mada Butterwick,583-740-2875,mbutterwick5n@ucoz.ru,'art',3/20/1985,4,Butterwick
5749170,Deeann Prettejohns,183-717-7943,dprettejohns5o@discuz.net,'history',6/3/2005,2,Prettejohns
8461929,Xylina Orys,815-709-6200,xorys5p@chron.com,'geographics',4/18/1962,1,Orys
3760801,Garey Rosenblad,928-899-8366,grosenblad5q@cornell.edu,'biology',5/16/1983,2,Rosenblad
2831383,Amandie McCrisken,665-491-5218,amccrisken5r@symantec.com,'cardiology',2/25/1994,1,McCrisken
7902589,Analise Lindegard,581-876-2423,alindegard5s@cnet.com,'chemistry',5/24/1985,4,Lindegard
6416252,Mychal Pieterick,119-640-2447,mpieterick5t@cnet.com,'physics',4/3/2006,3,Pieterick
5685365,Michale Dmitrovic,381-856-1316,mdmitrovic5u@com.com,'astronomy',11/9/1972,4,Dmitrovic
4373338,Andriette Collomosse,208-274-8615,acollomosse5v@sina.com.cn,'ecology',10/27/1978,1,Collomosse
2748575,Matteo Abrahami,451-372-1979,mabrahami5w@360.cn,'economics',1/23/1972,5,Abrahami
4699489,Farley Guiton,367-308-5917,fguiton5x@cdbaby.com,'english',1/17/1979,3,Guiton
3279091,Bevvy Tullett,449-581-3851,btullett5y@privacy.gov.au,'engineering',4/14/1968,4,Tullett
2922094,Hinda Eckersall,742-754-3253,heckersall5z@creativecommons.org,'neurology',11/15/2006,4,Eckersall
8294458,Danyette Youngs,229-312-4187,dyoungs60@cnbc.com,'oncology',1/28/1990,1,Youngs
4405544,Charmine Howatt,785-256-8713,chowatt61@weebly.com,'theatre',7/23/1997,2,Howatt
7730535,Clara Roffe,951-468-8508,croffe62@home.pl,'psychology',7/26/1973,1,Roffe
4384537,Butch Boag,345-154-7786,bboag63@slate.com,'sociology',10/12/1991,4,Boag
6521741,Casandra Figin,760-328-2966,cfigin64@webnode.com,'math',9/8/1984,4,Figin
6517845,Rosetta Etock,656-730-8891,retock65@google.ru,'computer science',6/27/2009,3,Etock
8119534,Adelaide Roche,429-699-7854,aroche66@ft.com,'anthropology',1/19/1995,5,Roche
4209263,Megan McCullum,824-756-0260,mmccullum67@stumbleupon.com,'art',8/12/1979,1,McCullum
1838365,Gilburt Konmann,929-262-2554,gkonmann68@wp.com,'history',2/16/1988,1,Konmann
7480229,Donelle Pally,693-443-4001,dpally69@cloudflare.com,'geographics',5/26/1968,1,Pally
8270699,Leona McBrier,185-556-6283,lmcbrier6a@mashable.com,'biology',1/2/1968,4,McBrier
2291462,Florry Kummerlowe,664-943-5379,fkummerlowe6b@plala.or.jp,'cardiology',4/30/1971,3,Kummerlowe
5820748,Salim Lockley,808-313-4437,slockley6c@imageshack.us,'chemistry',7/6/1980,5,Lockley
1909662,Kimberley Kordt,826-760-5241,kkordt6d@miitbeian.gov.cn,'physics',7/12/1980,4,Kordt
3163705,Merline Pillinger,837-335-5317,mpillinger6e@ameblo.jp,'astronomy',4/28/1996,3,Pillinger
2412632,Kristin Jahns,539-897-0220,kjahns6f@mediafire.com,'ecology',3/17/2000,3,Jahns
6176271,Malissa Seale,272-464-6907,mseale6g@blog.com,'economics',11/7/1979,4,Seale
9466402,Jessalyn Nancarrow,919-440-5158,jnancarrow6h@samsung.com,'english',8/7/1998,4,Nancarrow
4018011,Verne MacKereth,342-185-8485,vmackereth6i@biblegateway.com,'engineering',12/8/1989,2,MacKereth
3988720,Melba Dalglish,641-643-6638,mdalglish6j@microsoft.com,'neurology',10/28/1976,4,Dalglish
9874921,Geordie Tidbold,816-875-8734,gtidbold6k@wiley.com,'oncology',10/25/1983,1,Tidbold
9976845,Iggie Cleworth,912-279-6787,icleworth6l@e-recht24.de,'theatre',1/31/2009,1,Cleworth
8920506,Zelma Crowder,899-622-2834,zcrowder6m@netscape.com,'psychology',5/14/1966,1,Crowder
1104067,Augustus Head,843-349-8238,ahead6n@mozilla.org,'sociology',8/24/1986,3,Head
1765938,Gussie Pache,535-491-5373,gpache6o@amazon.de,'math',9/11/1968,3,Pache
7105481,Valentine Quodling,853-304-8629,vquodling6p@blogtalkradio.com,'computer science',11/13/1996,3,Quodling
9413687,Kaile Weond,462-382-2185,kweond6q@latimes.com,'anthropology',7/21/2008,1,Weond
6485100,Smith Kibbee,501-584-3875,skibbee6r@reverbnation.com,'art',8/15/1995,4,Kibbee
3439117,Gabe Bygrave,150-903-3273,gbygrave6s@bravesites.com,'history',1/1/1996,4,Bygrave
1770539,Kristien Geaveny,690-849-1671,kgeaveny6t@nature.com,'geographics',1/25/1984,3,Geaveny
2768902,Cynthy Frazer,274-427-3154,cfrazer6u@weibo.com,'biology',7/30/1968,4,Frazer
1663210,Freedman Perl,376-745-9646,fperl6v@newyorker.com,'cardiology',4/4/1961,5,Perl
4052335,Hubert Frick,978-703-7916,hfrick6w@artisteer.com,'chemistry',2/26/1960,1,Frick
1779494,Jammal Gianettini,754-973-2680,jgianettini6x@storify.com,'physics',12/3/2001,5,Gianettini
4322102,Rheta Alenov,921-850-5871,ralenov6y@google.com,'astronomy',3/29/2006,4,Alenov
7208945,Clarissa Kember,525-973-2227,ckember6z@usnews.com,'ecology',12/22/1962,3,Kember
9023496,Nadya Keynes,820-341-1180,nkeynes70@free.fr,'economics',8/1/1996,1,Keynes
6664339,Georgena Ratcliff,546-808-4017,gratcliff71@friendfeed.com,'english',1/30/1971,2,Ratcliff
7040536,Dalia Claessens,215-372-7224,dclaessens72@odnoklassniki.ru,'engineering',1/3/2000,4,Claessens
3244090,Lorettalorna McLugish,622-480-1536,lmclugish73@illinois.edu,'neurology',7/31/1989,1,McLugish
3552441,Skye Lucas,719-157-5187,slucas74@webeden.co.uk,'oncology',12/25/1985,4,Lucas
6763395,Donelle Eldritt,202-692-5785,deldritt75@diigo.com,'theatre',2/22/1984,1,Eldritt
5883619,Daniella Vicent,269-453-7883,dvicent76@blogs.com,'psychology',3/23/2000,5,Vicent
1606673,Michel McCard,448-164-1633,mmccard77@timesonline.co.uk,'sociology',7/2/1972,5,McCard
2666860,Horton Plaid,818-222-9736,hplaid78@webs.com,'math',1/30/1999,4,Plaid
2422571,Sergio Maultby,178-805-8490,smaultby79@nymag.com,'computer science',2/20/1966,3,Maultby
